;Normal < 2000;Normal > 2000;Extra < 2000;Extra > 2000
01-06-15;0.692;0.6657;0.6461;0.6198
02-06-15;0.692;0.6657;0.6461;0.6198
03-06-15;0.692;0.6657;0.6461;0.6198
04-06-15;0.692;0.6657;0.6461;0.6198
05-06-15;0.692;0.6657;0.6987;0.6724
06-06-15;0.692;0.6657;0.6987;0.6724
07-06-15;0.6551;0.6288;0.6987;0.6724
08-06-15;0.6551;0.6288;0.6987;0.6724
09-06-15;0.6551;0.6288;0.6987;0.6724
10-06-15;0.6551;0.6288;0.6632;0.6369
11-06-15;0.6551;0.6288;0.6632;0.6369
12-06-15;0.6778;0.6515;0.681;0.6547
13-06-15;0.6778;0.6515;0.681;0.6547
14-06-15;0.6778;0.6515;0.681;0.6547
15-06-15;0.6778;0.6515;0.681;0.6547
16-06-15;0.6778;0.6515;0.681;0.6547
17-06-15;0.6778;0.6515;0.681;0.6547
18-06-15;0.6778;0.6515;0.681;0.6547
19-06-15;0.6778;0.6515;0.681;0.6547
20-06-15;0.6778;0.6515;0.681;0.6547
21-06-15;0.6778;0.6515;0.681;0.6547
22-06-15;0.6778;0.6515;0.681;0.6547
23-06-15;0.6778;0.6515;0.681;0.6547
24-06-15;0.6778;0.6515;0.681;0.6547
25-06-15;0.657;0.6307;0.6602;0.6339
26-06-15;0.657;0.6307;0.6602;0.6339
27-06-15;0.657;0.6307;0.6602;0.6339
28-06-15;0.657;0.6307;0.6602;0.6339
29-06-15;0.657;0.6307;0.6602;0.6339
30-06-15;0.657;0.6307;0.6602;0.6339
01-07-15;0.657;0.6307;0.6602;0.6339
02-07-15;0.6573;0.631;0.6605;0.6342
03-07-15;0.6669;0.6406;0.6711;0.6448
04-07-15;0.6669;0.6406;0.6711;0.6448
05-07-15;0.6669;0.6406;0.6711;0.6448
06-07-15;0.6669;0.6406;0.6711;0.6448
07-07-15;0.6669;0.6406;0.6711;0.6448
08-07-15;0.6669;0.6406;0.6711;0.6448
09-07-15;0.6669;0.6406;0.6711;0.6448
10-07-15;0.6274;0.6011;0.6315;0.6052
11-07-15;0.6274;0.6011;0.6315;0.6052
12-07-15;0.6419;0.6156;0.6315;0.6052
13-07-15;0.6419;0.6156;0.6315;0.6052
14-07-15;0.6419;0.6156;0.6315;0.6052
15-07-15;0.6419;0.6156;0.6315;0.6052
16-07-15;0.6419;0.6156;0.6315;0.6052
17-07-15;0.6419;0.6156;0.6315;0.6052
18-07-15;0.6419;0.6156;0.6315;0.6052
19-07-15;0.6419;0.6156;0.6315;0.6052
20-07-15;0.6419;0.6156;0.6315;0.6052
21-07-15;0.6419;0.6156;0.6315;0.6052
22-07-15;0.5653;0.5391;0.6315;0.6052
23-07-15;0.5653;0.5391;0.6315;0.6052
24-07-15;0.5653;0.5391;0.6315;0.6052
25-07-15;0.5653;0.5391;0.6315;0.6052
26-07-15;0.5653;0.5391;0.6315;0.6052
27-07-15;0.5653;0.5391;0.6315;0.6052
28-07-15;0.5653;0.5391;0.6315;0.6052
29-07-15;0.6215;0.5952;0.6137;0.5875
30-07-15;0.6215;0.5952;0.6137;0.5875
31-07-15;0.5991;0.5728;0.6137;0.5875
01-08-15;0.5991;0.5728;0.6137;0.5875
02-08-15;0.5991;0.5728;0.6137;0.5875
03-08-15;0.5991;0.5728;0.6137;0.5875
04-08-15;0.5991;0.5728;0.6137;0.5875
05-08-15;0.5991;0.5728;0.6137;0.5875
06-08-15;0.5991;0.5728;0.5886;0.5623
07-08-15;0.5991;0.5728;0.5886;0.5623
08-08-15;0.5811;0.5548;0.5886;0.5623
09-08-15;0.5811;0.5548;0.5886;0.5623
10-08-15;0.5811;0.5548;0.5886;0.5623
11-08-15;0.5811;0.5548;0.5886;0.5623
12-08-15;0.5811;0.5548;0.5886;0.5623
13-08-15;0.5811;0.5548;0.5886;0.5623
14-08-15;0.5811;0.5548;0.5886;0.5623
15-08-15;0.5811;0.5548;0.5886;0.5623
16-08-15;0.5811;0.5548;0.5886;0.5623
17-08-15;0.5811;0.5548;0.5886;0.5623
18-08-15;0.5811;0.5548;0.5886;0.5623
19-08-15;0.5811;0.5548;0.5886;0.5623
20-08-15;0.5811;0.5548;0.5886;0.5623
21-08-15;0.5811;0.5548;0.5886;0.5623
22-08-15;0.5653;0.5391;0.5717;0.5454
23-08-15;0.5653;0.5391;0.5717;0.5454
24-08-15;0.5653;0.5391;0.5717;0.5454
25-08-15;0.5653;0.5391;0.5717;0.5454
26-08-15;0.5653;0.5391;0.5717;0.5454
27-08-15;0.5653;0.5391;0.5717;0.5454
28-08-15;0.5185;0.4922;0.5346;0.5083
29-08-15;0.5185;0.4922;0.5346;0.5083
30-08-15;0.5402;0.5139;0.5346;0.5083
31-08-15;0.5402;0.5139;0.5346;0.5083
01-09-15;0.5402;0.5139;0.5346;0.5083
02-09-15;0.5402;0.5139;0.5346;0.5083
03-09-15;0.5402;0.5139;0.5788;0.5525
04-09-15;0.5402;0.5139;0.5788;0.5525
05-09-15;0.5402;0.5139;0.5788;0.5525
06-09-15;0.5858;0.5595;0.5788;0.5525
07-09-15;0.5858;0.5595;0.5788;0.5525
08-09-15;0.5858;0.5595;0.5788;0.5525
09-09-15;0.5858;0.5595;0.5788;0.5525
10-09-15;0.5858;0.5595;0.5788;0.5525
11-09-15;0.5858;0.5595;0.5788;0.5525
12-09-15;0.5858;0.5595;0.5788;0.5525
13-09-15;0.5699;0.5436;0.5788;0.5525
14-09-15;0.5699;0.5436;0.5788;0.5525
15-09-15;0.5699;0.5436;0.5788;0.5525
16-09-15;0.5699;0.5436;0.5788;0.5525
17-09-15;0.5699;0.5436;0.5788;0.5525
18-09-15;0.5699;0.5436;0.5519;0.5256
19-09-15;0.5699;0.5436;0.5519;0.5256
20-09-15;0.554;0.5277;0.5519;0.5256
21-09-15;0.554;0.5277;0.5519;0.5256
22-09-15;0.554;0.5277;0.5519;0.5256
23-09-15;0.554;0.5277;0.5519;0.5256
24-09-15;0.554;0.5277;0.5519;0.5256
25-09-15;0.554;0.5277;0.5519;0.5256
26-09-15;0.554;0.5277;0.5738;0.5475
27-09-15;0.554;0.5277;0.5738;0.5475
28-09-15;0.554;0.5277;0.5738;0.5475
29-09-15;0.554;0.5277;0.5738;0.5475
30-09-15;0.554;0.5277;0.5738;0.5475
01-10-15;0.554;0.5277;0.5738;0.5475
02-10-15;0.5516;0.5253;0.5714;0.5451
03-10-15;0.5516;0.5253;0.5714;0.5451
04-10-15;0.5627;0.5364;0.5714;0.5451
05-10-15;0.5627;0.5364;0.5714;0.5451
06-10-15;0.5627;0.5364;0.5714;0.5451
07-10-15;0.5627;0.5364;0.5509;0.5246
08-10-15;0.5627;0.5364;0.5509;0.5246
09-10-15;0.5627;0.5364;0.5509;0.5246
10-10-15;0.5627;0.5364;0.5754;0.5491
11-10-15;0.5627;0.5364;0.5754;0.5491
12-10-15;0.5627;0.5364;0.5754;0.5491
13-10-15;0.5627;0.5364;0.5754;0.5491
14-10-15;0.5627;0.5364;0.5754;0.5491
15-10-15;0.5627;0.5364;0.5754;0.5491
16-10-15;0.5627;0.5364;0.5754;0.5491
17-10-15;0.5627;0.5364;0.5415;0.5152
18-10-15;0.5315;0.5052;0.5415;0.5152
19-10-15;0.5315;0.5052;0.5415;0.5152
20-10-15;0.5315;0.5052;0.5415;0.5152
21-10-15;0.5315;0.5052;0.5415;0.5152
22-10-15;0.5315;0.5052;0.5415;0.5152
23-10-15;0.5315;0.5052;0.5415;0.5152
24-10-15;0.5315;0.5052;0.5415;0.5152
25-10-15;0.5315;0.5052;0.5415;0.5152
26-10-15;0.5315;0.5052;0.5415;0.5152
27-10-15;0.5315;0.5052;0.5415;0.5152
28-10-15;0.5315;0.5052;0.5415;0.5152
29-10-15;0.5315;0.5052;0.5415;0.5152
30-10-15;0.5315;0.5052;0.5415;0.5152
31-10-15;0.5315;0.5052;0.5415;0.5152
01-11-15;0.5315;0.5052;0.5415;0.5152
02-11-15;0.5315;0.5052;0.5415;0.5152
03-11-15;0.5315;0.5052;0.5415;0.5152
04-11-15;0.5315;0.5052;0.5415;0.5152
05-11-15;0.5501;0.5238;0.5628;0.5365
06-11-15;0.5501;0.5238;0.5628;0.5365
07-11-15;0.5501;0.5238;0.5628;0.5365
08-11-15;0.5501;0.5238;0.5628;0.5365
09-11-15;0.5501;0.5238;0.5628;0.5365
10-11-15;0.5501;0.5238;0.5628;0.5365
11-11-15;0.5501;0.5238;0.5628;0.5365
12-11-15;0.5501;0.5238;0.5628;0.5365
13-11-15;0.5501;0.5238;0.5628;0.5365
14-11-15;0.5501;0.5238;0.5628;0.5365
15-11-15;0.5501;0.5238;0.5628;0.5365
16-11-15;0.5501;0.5238;0.5628;0.5365
17-11-15;0.5501;0.5238;0.5628;0.5365
18-11-15;0.5501;0.5238;0.5628;0.5365
19-11-15;0.524;0.4977;0.5628;0.5365
20-11-15;0.524;0.4977;0.5628;0.5365
21-11-15;0.524;0.4977;0.5469;0.5206
22-11-15;0.524;0.4977;0.5469;0.5206
23-11-15;0.524;0.4977;0.5469;0.5206
24-11-15;0.524;0.4977;0.5469;0.5206
25-11-15;0.524;0.4977;0.5469;0.5206
26-11-15;0.524;0.4977;0.5469;0.5206
27-11-15;0.5428;0.5165;0.5469;0.5206
28-11-15;0.5428;0.5165;0.5469;0.5206
29-11-15;0.5428;0.5165;0.5469;0.5206
30-11-15;0.5428;0.5165;0.5469;0.5206
01-12-15;0.5428;0.5165;0.5469;0.5206
02-12-15;0.5428;0.5165;0.5469;0.5206
03-12-15;0.5428;0.5165;0.5469;0.5206
04-12-15;0.5428;0.5165;0.5469;0.5206
05-12-15;0.505;0.4787;0.5107;0.4844
06-12-15;0.505;0.4787;0.5107;0.4844
07-12-15;0.505;0.4787;0.5107;0.4844
08-12-15;0.505;0.4787;0.5107;0.4844
09-12-15;0.505;0.4787;0.5107;0.4844
10-12-15;0.505;0.4787;0.5107;0.4844
11-12-15;0.505;0.4787;0.5107;0.4844
12-12-15;0.4683;0.442;0.5107;0.4844
13-12-15;0.4683;0.442;0.4751;0.4488
14-12-15;0.4683;0.442;0.4751;0.4488
15-12-15;0.4683;0.442;0.4751;0.4488
16-12-15;0.4683;0.442;0.4751;0.4488
17-12-15;0.4683;0.442;0.4751;0.4488
18-12-15;0.4683;0.442;0.4751;0.4488
19-12-15;0.4429;0.4166;0.4498;0.4235
20-12-15;0.4429;0.4166;0.4498;0.5475
21-12-15;0.4429;0.4166;0.4498;0.5475
22-12-15;0.4429;0.4166;0.4498;0.5475
23-12-15;0.4429;0.4166;0.4498;0.5475
24-12-15;0.4429;0.4166;0.4498;0.5475
25-12-15;0.4429;0.4166;0.4498;0.5475
26-12-15;0.4429;0.4166;0.4498;0.5475
27-12-15;0.4429;0.4166;0.4498;0.5475
28-12-15;0.4429;0.4166;0.4498;0.5475
29-12-15;0.4429;0.4166;0.4498;0.5475
30-12-15;0.4429;0.4166;0.4498;0.5475
31-12-15;0.4429;0.4166;0.4498;0.5475
01-01-16;0.4479;0.4216;0.4491;0.4228
02-01-16;0.4479;0.4216;0.4491;0.4228
03-01-16;0.4479;0.4216;0.4491;0.4228
04-01-16;0.4479;0.4216;0.4491;0.4228
05-01-16;0.4479;0.4216;0.4491;0.4228
06-01-16;0.4479;0.4216;0.4491;0.4228
07-01-16;0.4479;0.4216;0.4491;0.4228
08-01-16;0.4479;0.4216;0.4491;0.4228
09-01-16;0.4479;0.4216;0.4491;0.4228
10-01-16;0.4479;0.4216;0.4491;0.4228
11-01-16;0.4479;0.4216;0.4491;0.4228
12-01-16;0.4479;0.4216;0.4491;0.4228
13-01-16;0.4142;0.3879;0.4128;0.3866
14-01-16;0.4142;0.3879;0.4128;0.3866
15-01-16;0.4142;0.3879;0.4128;0.3866
16-01-16;0.4142;0.3879;0.4128;0.3866
17-01-16;0.4142;0.3879;0.4128;0.3866
18-01-16;0.4142;0.3879;0.4128;0.3866
19-01-16;0.4142;0.3879;0.4128;0.3866
20-01-16;0.4142;0.3879;0.4128;0.3866
21-01-16;0.3901;0.3638;0.3885;0.3622
22-01-16;0.3901;0.3638;0.3885;0.3622
23-01-16;0.3901;0.3638;0.3885;0.3622
24-01-16;0.3901;0.3638;0.3885;0.3622
25-01-16;0.3901;0.3638;0.3885;0.3622
26-01-16;0.3901;0.3638;0.3885;0.3622
27-01-16;0.3901;0.3638;0.3885;0.3622
28-01-16;0.3901;0.3638;0.3885;0.3622
29-01-16;0.3901;0.3638;0.3885;0.3622
30-01-16;0.4254;0.3991;0.4273;0.401
31-01-16;0.4254;0.3991;0.4273;0.401
01-02-16;0.4254;0.3991;0.4273;0.401
02-02-16;0.4254;0.3991;0.4273;0.401
03-02-16;0.4254;0.3991;0.4273;0.401
04-02-16;0.412;0.3857;0.4114;0.3851
05-02-16;0.412;0.3857;0.4114;0.3851
06-02-16;0.412;0.3857;0.4114;0.3851
07-02-16;0.412;0.3857;0.4114;0.3851
08-02-16;0.412;0.3857;0.4114;0.3851
09-02-16;0.412;0.3857;0.4114;0.3851
10-02-16;0.412;0.3857;0.4114;0.3851
11-02-16;0.412;0.3857;0.4114;0.3851
12-02-16;0.412;0.3857;0.4114;0.3851
13-02-16;0.412;0.3857;0.4114;0.3851
14-02-16;0.412;0.3857;0.4114;0.3851
15-02-16;0.412;0.3857;0.4114;0.3851
16-02-16;0.412;0.3857;0.4114;0.3851
17-02-16;0.412;0.3857;0.4114;0.3851
18-02-16;0.412;0.3857;0.4114;0.3851
19-02-16;0.412;0.3857;0.4114;0.3851
20-02-16;0.412;0.3857;0.4114;0.3851
21-02-16;0.412;0.3857;0.4114;0.3851
22-02-16;0.412;0.3857;0.4114;0.3851
23-02-16;0.412;0.3857;0.4114;0.3851
24-02-16;0.433;0.4067;0.4307;0.4044
25-02-16;0.433;0.4067;0.4307;0.4044
26-02-16;0.433;0.4067;0.4307;0.4044
27-02-16;0.433;0.4067;0.4307;0.4044
28-02-16;0.433;0.4067;0.4307;0.4044
29-02-16;0.433;0.4067;0.4307;0.4044
01-03-16;0.433;0.4067;0.4307;0.4044
02-03-16;0.433;0.4067;0.4307;0.4044
03-03-16;0.433;0.4067;0.4307;0.4044
04-03-16;0.433;0.4067;0.4307;0.4044
05-03-16;0.433;0.4067;0.451;0.4247
06-03-16;0.433;0.4067;0.451;0.4247
07-03-16;0.433;0.4067;0.451;0.4247
08-03-16;0.4537;0.451;0.4274;0.4247
09-03-16;0.4537;0.451;0.4274;0.4247
10-03-16;0.4537;0.451;0.4274;0.4247
11-03-16;0.4537;0.451;0.4274;0.4247
12-03-16;0.4787;0.4524;0.4766;0.4503
13-03-16;0.4787;0.4524;0.4766;0.4503
14-03-16;0.4787;0.4524;0.4766;0.4503
15-03-16;0.4787;0.4524;0.4766;0.4503
16-03-16;0.4787;0.4524;0.4766;0.4503
17-03-16;0.4787;0.4524;0.4766;0.4503
18-03-16;0.4787;0.4524;0.4766;0.4503
19-03-16;0.4787;0.4524;0.4766;0.4503
20-03-16;0.4787;0.4524;0.4766;0.4503
21-03-16;0.4787;0.4524;0.4766;0.4503
22-03-16;0.4787;0.4524;0.4766;0.4503
23-03-16;0.4787;0.4524;0.4766;0.4503
24-03-16;0.4787;0.4524;0.4766;0.4503
25-03-16;0.4787;0.4524;0.4766;0.4503
26-03-16;0.4787;0.4524;0.4766;0.4503
27-03-16;0.4787;0.4524;0.4766;0.4503
28-03-16;0.4787;0.4524;0.4766;0.4503
29-03-16;0.4787;0.4524;0.4766;0.4503
30-03-16;0.4787;0.4524;0.4766;0.4503
31-03-16;0.4787;0.4524;0.4766;0.4503
01-04-16;0.4504;0.4241;0.4564;0.4301
02-04-16;0.4504;0.4241;0.4564;0.4301
03-04-16;0.4504;0.4241;0.4564;0.4301
04-04-16;0.4504;0.4241;0.4564;0.4301
05/04/2016;0.4504;0.4241;0.4564;0.4301
